sclk,File_name,Target_plan,SiO2,SiO2_RMSEP,SiO2_shots_stdev,TiO2,TiO2_RMSEP,TiO2_shots_stdev,Al2O3,Al2O3_RMSEP,Al2O3_shots_stdev,FeOT,FeOT_RMSEP,FeOT_shots_stdev,MgO,MgO_RMSEP,MgO_shots_stdev,CaO,CaO_RMSEP,CaO_shots_stdev,Na2O,Na2O_RMSEP,Na2O_shots_stdev,K2O,K2O_RMSEP,K2O_shots_stdev,Sum_of_Oxides,Spectrum_Total
551788282,CL5_551788282CCS_F0641194CCAM15903P1.SAV,aegis_post_1738a,44.540819,5.0394473,0.453,1.5972684,0.64472473,1.1542,19.745931,3.6996017,0.12,22.654635,4.5107708,1.72,1.8431206,1.5482351,1.5,4.9953054,1.6935068,0.9,4.8866116,0.86669183,0.9,0.65361254,0.71880603,0.9,100.9173,5.29E+14
551788346,CL5_551788346CCS_F0641194CCAM15903P1.SAV,aegis_post_1738a,43.528777,5.1031947,0.454,1.5629747,0.63332498,1.1542,19.934134,3.703079,0.18,23.827445,4.5970879,1.725,1.8216948,1.5466316,0.85,5.1320389,1.7309532,2,4.8126399,0.84938025,2,0.66997207,0.72707993,2,101.28968,5.14E+14
551888946,CL5_551888946CCS_F0641470CCAM15903P1.SAV,aegis_post_1739a,44.046511,5.0689206,0.455,1.5454721,0.63047951,0.6542,19.713143,3.6990032,0.96,24.304719,4.6314683,1.84,1.8228924,1.5466316,1.715,5.1302082,1.7309532,1.5,4.9502523,0.8793422,1.5,0.71193516,0.74372035,1.5,102.22513,5.15E+14
551889023,CL5_551889023CCS_F0641470CCAM15903P1.SAV,aegis_post_1739a,43.339264,5.1183186,0.456,1.6073027,0.64757174,0.6542,19.932823,3.703079,0.88,22.633717,4.5093079,1.705,1.7619539,1.5418212,0.63,5.228524,1.759843,2.3,4.7491893,0.83620912,2.3,0.59524875,0.69865453,2.3,99.848022,5.33E+14
551889088,CL5_551889088CCS_F0641470CCAM15903P1.SAV,aegis_post_1739a,44.303028,5.0526061,0.457,1.5605526,0.63332498,0.6542,19.980249,3.7040448,0.89,22.456505,4.4968719,1.615,1.7998004,1.5450281,0.855,5.1725008,1.7425091,3.2,4.9866755,0.88753861,3.2,0.63592524,0.71477574,3.2,100.89524,4.89E+14
551889199,CL5_551889199CCS_F0641470CCAM15903P1.SAV,aegis_post_1739a,45.302556,5.0022516,0.458,1.4750297,0.61067492,0.6542,19.975212,3.7040448,0.43,20.905565,4.3451905,0.775,1.7762475,1.5434247,1.79,5.3963142,1.8090856,0.2,5.0156948,0.89360929,0.2,0.66434778,0.72291982,0.2,100.51097,5.06E+14
551889264,CL5_551889264CCS_F0641470CCAM15903P1.SAV,aegis_post_1739a,47.671993,4.9466157,0.459,1.0800236,0.51143521,1.1542,11.305598,3.5462606,0.53,20.011377,4.2221589,1.88,7.3625387,2.1688015,1.63,7.4481625,2.3802502,0.1,2.6895308,0.61153424,0.1,0.57895038,0.6905939,0.1,98.148175,5.17E+14
551889329,CL5_551889329CCS_F0641470CCAM15903P1.SAV,aegis_post_1739a,47.912942,4.9461856,0.46,1.0000485,0.49415541,0.6542,10.576715,3.5328836,0.46,18.825932,4.0325251,0.775,7.5435547,2.1962168,1.5,7.3910102,2.3648946,0.1,2.7976604,0.61424381,0.1,0.9277913,0.83764672,0.1,96.975654,6.25E+14
551889440,CL5_551889440CCS_F0641470CCAM15903P1.SAV,aegis_post_1739a,54.493317,5.1029825,0.461,0.78831999,0.44596291,0.6542,15.312083,3.63392,0.68,14.545336,3.3245983,1.62,4.8426573,1.8362081,0.915,7.0599921,2.2788432,0.1,4.2739165,0.73705512,0.1,2.0867576,1.1742771,0.1,103.40238,4.24E+14
551889505,CL5_551889505CCS_F0641470CCAM15903P1.SAV,aegis_post_1739a,59.937947,5.2705884,0.462,0.76434548,0.4381465,1.1542,16.590332,3.6649325,0.64,8.49141,2.4441955,1.53,2.9724887,1.6454962,1.69,5.3763044,1.8032669,0.1,5.5645552,0.97787088,0.1,2.7140249,1.1724885,0.1,102.41141,3.98E+14
551889570,CL5_551889570CCS_F0641470CCAM15903P1.SAV,aegis_post_1739a,61.915173,5.3065038,0.463,0.73688244,0.432794,0.6542,19.136583,3.6918097,0.7,3.7638972,1.872305,0.505,1.6536926,1.5330023,0.905,4.839495,1.648074,0.1,6.3658257,1.0654571,0.1,3.1730949,1.1578786,0.1,101.58464,2.66E+14
552056604,CL5_552056604CCS_F0641626CCAM15903P1.SAV,aegis_post_1741a,61.391019,5.2983537,0.464,0.76059809,0.4381465,1.1542,18.702562,3.6882904,0.76,5.3127602,2.0420468,1.8,1.5340757,1.5237442,1.54,4.8389975,1.648074,0.5,6.2465293,1.0524814,0.5,3.1155346,1.1581141,0.5,101.90208,3.69E+14
552056680,CL5_552056680CCS_F0641626CCAM15903P1.SAV,aegis_post_1741a,61.811289,5.3048124,0.465,0.72803711,0.43000147,1.1542,19.161773,3.6920269,0.26,3.1309914,1.8090867,1.94,1.3512204,1.5100672,0.635,4.7656812,1.6281972,0.1,6.3820534,1.0665385,0.1,3.2534225,1.1585672,0.1,100.58447,3.33E+14
552056746,CL5_552056746CCS_F0641626CCAM15903P1.SAV,aegis_post_1741a,61.680199,5.3028131,0.466,0.75085117,0.43549275,0.6542,19.643842,3.6979849,0.37,4.4356785,1.9444964,0.965,1.1280094,1.4937047,0.61,4.452221,1.5392722,0.3,6.5382403,1.0838394,0.3,3.2617052,1.158687,0.3,101.89075,3.61E+14
552056857,CL5_552056857CCS_F0641626CCAM15903P1.SAV,aegis_post_1741a,62.061648,5.3086567,0.467,0.74624164,0.43549275,0.6542,19.926965,3.703079,0.23,3.8534547,1.8815656,0.565,1.1179157,1.4929879,1.515,4.5660323,1.5724455,0.2,6.5660755,1.0870835,0.2,3.1681155,1.1578786,0.2,102.00645,3.50E+14
552056922,CL5_552056922CCS_F0641626CCAM15903P1.SAV,aegis_post_1741a,61.17689,5.2947946,0.468,0.76969703,0.44080022,1.1542,20.099656,3.7066164,0.03,4.9799132,2.00442,0.505,1.0193837,1.4858187,0.815,4.461491,1.5420365,0.3,6.5263944,1.0827582,0.3,3.1308673,1.158067,0.3,102.16429,3.67E+14
552056987,CL5_552056987CCS_F0641626CCAM15903P1.SAV,aegis_post_1741a,62.857558,5.3191442,0.469,0.73153071,0.43000147,0.6542,21.032847,3.7364616,0.77,2.0202787,1.7084607,0.995,0.85320011,1.4736314,1.745,4.4652169,1.5448011,0.1,7.0951164,1.144393,0.1,3.5010249,1.1698245,0.1,102.55677,2.75E+14
552057098,CL5_552057098CCS_F0641626CCAM15903P1.SAV,aegis_post_1741a,62.071404,5.3088102,0.47,0.73956982,0.432794,0.6542,20.539309,3.7186799,0.28,3.7657149,1.8733275,0.57,0.8983206,1.4772159,1.6,4.2754803,1.4934003,0.1,6.628343,1.0935712,0.1,3.2649352,1.158687,0.1,102.18308,3.56E+14
552057164,CL5_552057164CCS_F0641626CCAM15903P1.SAV,aegis_post_1741a,62.064281,5.3086567,0.471,0.75227342,0.43549275,0.6542,20.408746,3.7146375,0.84,4.0258595,1.9005313,0.55,0.91049167,1.4779328,0.6,4.3094973,1.5013993,0.1,6.6614715,1.0968152,0.1,3.0637312,1.1590337,0.1,102.19635,3.61E+14
552057229,CL5_552057229CCS_F0641626CCAM15903P1.SAV,aegis_post_1741a,61.48587,5.2998915,0.472,0.76174324,0.4381465,1.1542,20.435796,3.7155704,0.81,4.3241825,1.9314997,1.965,0.88380242,1.4757822,1.9,4.3651851,1.5173972,0.1,6.607907,1.0914086,0.1,3.1263535,1.158067,0.1,101.99084,3.58E+14
552500949,CL5_552500949CCS_F0641890CCAM15903P1.SAV,aegis_post_1746a,62.179688,5.3103204,0.473,0.75798871,0.4381465,1.1542,20.580039,3.7199237,0.75,3.5010969,1.8457195,1.655,0.86552347,1.4750652,0.57,4.2848728,1.4934003,0.1,6.7791676,1.1097909,0.1,3.2013586,1.1579686,0.1,102.14973,3.42E+14
552501026,CL5_552501026CCS_F0641890CCAM15903P1.SAV,aegis_post_1746a,62.529206,5.3148618,0.474,0.72608623,0.43000147,0.6542,20.487425,3.7171252,0.61,2.9959914,1.7967033,1.63,0.92536974,1.4793667,0.655,4.0644922,1.4349884,0.5,6.7484514,1.1065471,0.5,3.3349121,1.1606402,0.5,101.81193,3.47E+14
552501091,CL5_552501091CCS_F0641890CCAM15903P1.SAV,aegis_post_1746a,62.222672,5.3108392,0.475,0.76205727,0.4381465,0.6542,20.695327,3.7238302,0.73,3.4612786,1.8417068,0.585,0.82724423,1.4721977,1.545,4.1843283,1.4667369,0.1,6.7157649,1.1033031,0.1,3.2712114,1.1588454,0.1,102.13988,3.41E+14
552501202,CL5_552501202CCS_F0641890CCAM15903P1.SAV,aegis_post_1746a,62.28338,5.3116179,0.476,0.73702925,0.432794,1.1542,20.659494,3.7224116,0.18,3.1861411,1.8150034,0.88,0.88697247,1.4764991,1.85,4.1390693,1.4560716,0.3,6.7083772,1.1022218,0.3,3.279838,1.1591445,0.3,101.8803,3.45E+14
552501267,CL5_552501267CCS_F0641890CCAM15903P1.SAV,aegis_post_1746a,62.413375,5.3133049,0.477,0.74201622,0.432794,1.1542,20.804247,3.7275674,0.23,3.4821853,1.8436848,0.56,0.77433251,1.4680673,0.87,4.2161803,1.4774022,0.2,6.6904984,1.1000592,0.2,3.3283073,1.1606402,0.2,102.45114,3.47E+14
552501332,CL5_552501332CCS_F0641890CCAM15903P1.SAV,aegis_post_1746a,62.5337,5.3148618,0.478,0.72262933,0.4272089,1.1542,20.694289,3.7234566,0.25,2.6955413,1.7684697,0.57,0.80129727,1.470084,1.59,4.3674482,1.5173972,0.3,6.67268,1.0978965,0.3,3.3396601,1.1609393,0.3,101.82724,3.45E+14
552501444,CL5_552501444CCS_F0641890CCAM15903P1.SAV,aegis_post_1746a,62.501298,5.3144727,0.479,0.73891899,0.432794,1.1542,20.64252,3.7217896,0.29,2.9586799,1.7928932,0.805,0.7646517,1.4673951,0.665,4.1272268,1.4534054,0.2,6.6082136,1.0914086,0.2,3.3214079,1.160341,0.2,101.66292,3.27E+14
552501509,CL5_552501509CCS_F0641890CCAM15903P1.SAV,aegis_post_1746a,62.492294,5.314343,0.48,0.75364579,0.43549275,1.1542,20.681588,3.7230828,0.53,3.7339819,1.8692374,0.975,0.78073846,1.4687395,0.795,4.1110536,1.4480727,0.2,6.6080794,1.0914086,0.2,3.3062763,1.1600419,0.2,102.46766,3.38E+14
552501574,CL5_552501574CCS_F0641890CCAM15903P1.SAV,aegis_post_1746a,63.022397,5.3210192,0.481,0.71826412,0.4272089,0.6542,20.553931,3.718991,0.36,2.8694709,1.7843201,1.54,0.77760222,1.4687395,1.93,4.1024336,1.4454063,0.3,6.6551136,1.0968152,0.3,3.3843425,1.1627042,0.3,102.08356,3.33E+14
553033042,CL5_553033042CCS_F0642238CCAM15903P1.SAV,aegis_post_1752a,62.812816,5.3184953,0.482,0.73379331,0.43000147,0.6542,20.622166,3.7211678,0.42,3.1614161,1.8120363,0.7,0.80027667,1.470084,0.555,3.9570039,1.4095227,0.2,6.6463926,1.0957339,0.2,3.3695781,1.1622186,0.2,102.10344,3.23E+14
553033111,CL5_553033111CCS_F0642238CCAM15903P1.SAV,aegis_post_1752a,62.993405,5.3206854,0.483,0.72478632,0.4272089,0.6542,20.766256,3.7264464,0.25,2.5651797,1.7566024,0.965,0.78806978,1.4694117,1.56,4.0965059,1.4454063,0.1,6.6548996,1.0957339,0.1,3.3210997,1.160341,0.1,101.9102,3.14E+14
553033174,CL5_553033174CCS_F0642238CCAM15903P1.SAV,aegis_post_1752a,62.404406,5.3131752,0.484,0.74077504,0.432794,0.6542,20.633528,3.7214787,0.61,2.9536622,1.7919406,0.66,0.79503081,1.470084,1.505,4.0829432,1.4400815,0.2,6.7106297,1.1022218,0.2,3.3561762,1.1617328,0.2,101.67715,3.32E+14
553033288,CL5_553033288CCS_F0642238CCAM15903P1.SAV,aegis_post_1752a,62.794191,5.3182359,0.485,0.72463486,0.4272089,1.1542,20.726843,3.7249515,0.05,2.7735252,1.7748598,0.97,0.74007882,1.4660505,1.64,4.0622083,1.4349884,0.2,6.59753,1.0903273,0.2,3.3415251,1.1609393,0.2,101.76054,3.29E+14
553033351,CL5_553033351CCS_F0642238CCAM15903P1.SAV,aegis_post_1752a,62.737761,5.3175869,0.486,0.71694547,0.4272089,0.6542,20.580316,3.7199237,0.96,2.796806,1.7776521,1.5,0.75015363,1.4667227,0.58,4.0914494,1.4427401,0.3,6.5534275,1.0849208,0.3,3.3109331,1.1600419,0.3,101.53779,3.35E+14
553033414,CL5_553033414CCS_F0642238CCAM15903P1.SAV,aegis_post_1752a,62.705886,5.3171978,0.487,0.72263204,0.4272089,0.6542,20.967655,3.7339206,0.44,2.7466826,1.7730341,1.905,0.68350522,1.4620172,0.99,3.9533743,1.4069761,0.2,6.6560969,1.0968152,0.2,3.3905968,1.16319,0.2,101.82643,3.24E+14
553033525,CL5_553033525CCS_F0642238CCAM15903P1.SAV,aegis_post_1752a,62.727066,5.3174572,0.488,0.72993954,0.43000147,0.6542,21.052646,3.7373302,0.21,2.7544794,1.7730341,0.815,0.73903026,1.4660505,1.53,4.0209317,1.4248021,0.1,6.5750612,1.0881648,0.1,3.3572777,1.1617328,0.1,101.95643,3.17E+14
553033588,CL5_553033588CCS_F0642238CCAM15903P1.SAV,aegis_post_1752a,46.763719,4.9574471,0.489,1.1777828,0.53372562,1.1542,9.6298008,3.5056422,0.94,20.115807,4.2384644,1.72,7.7139117,2.2222693,0.76,6.9485375,2.2495916,1.1,2.2510198,0.61684597,1.1,0.40704442,0.62621486,1.1,95.007623,4.52E+14
553033651,CL5_553033651CCS_F0642238CCAM15903P1.SAV,aegis_post_1752a,44.943361,5.0189137,0.49,1.1357008,0.52466094,1.1542,9.3178378,3.4927907,0.83,20.870229,4.3401651,1.66,7.7073903,2.2222693,0.845,7.1028301,2.2894802,2.1,2.2246999,0.61822397,2.1,0.4128387,0.62621486,2.1,93.714887,6.43E+14
553216183,CL5_553216183CCS_F0642790CCAM15903P1.SAV,aegis_post_1754a,44.689954,5.0317473,0.491,0.95244738,0.48331749,1.1542,9.0130409,3.4774878,0.04,20.186819,4.2488408,1.655,6.8740566,2.0964823,1.565,9.6142386,2.8384979,0.7,2.0279612,0.62880284,0.7,0.3188764,0.59513533,0.7,93.677393,6.28E+14
553216252,CL5_553216252CCS_F0642790CCAM15903P1.SAV,aegis_post_1754a,45.216817,5.0052667,0.492,0.79981858,0.44848928,1.1542,8.2652351,3.4296837,0.02,19.384127,4.1240573,1.585,7.0382381,2.1214018,0.92,11.118634,3.0561635,0.9,1.8225691,0.64141047,0.9,0.21308934,0.5603596,0.9,93.858528,7.11E+14
553216315,CL5_553216315CCS_F0642790CCAM15903P1.SAV,aegis_post_1754a,46.009261,4.9759698,0.493,0.762067,0.4381465,1.1542,8.3327609,3.4344163,0.12,18.686477,4.0084624,1.79,7.1273415,2.1345961,1.84,11.785772,3.1300752,2,1.7506533,0.64458168,2,0.20104646,0.55736172,2,94.65538,7.19E+14
553216428,CL5_553216428CCS_F0642790CCAM15903P1.SAV,aegis_post_1754a,45.74042,4.9856691,0.494,0.73782387,0.432794,1.1542,7.9089982,3.4002023,0.22,18.509605,3.9774189,1.8,7.4235917,2.1779399,1.88,12.986172,3.239253,1.5,1.7387726,0.64498222,1.5,0.20040306,0.55736172,1.5,95.245787,6.81E+14
553216492,CL5_553216492CCS_F0642790CCAM15903P1.SAV,aegis_post_1754a,45.558731,4.9924531,0.495,0.64060244,0.40337029,0.6542,8.297592,3.43205,0.71,17.365427,3.7778854,1.61,6.9202953,2.1038096,1.885,15.963717,3.5146716,2.3,1.7101639,0.64592469,2.3,0.22488103,0.56335747,2.3,96.681409,4.70E+14
553216555,CL5_553216555CCS_F0642790CCAM15903P1.SAV,aegis_post_1754a,46.105564,4.9734998,0.496,0.69069665,0.41856787,1.1542,7.8804738,3.3975453,0.07,17.815531,3.8566639,0.82,7.4632549,2.1840324,1.655,13.614565,3.2905574,3.2,1.6915748,0.64644349,3.2,0.20356142,0.55736172,3.2,95.465221,6.42E+14
553216666,CL5_553216666CCS_F0642790CCAM15903P1.SAV,aegis_post_1754a,46.256392,4.9697957,0.497,0.67882012,0.41562775,1.1542,7.5323353,3.3648031,0.83,17.708514,3.8373668,0.925,7.6536196,2.2129705,0.83,13.868271,3.3122232,0.2,1.6171276,0.64737743,0.2,0.20078926,0.55736172,0.2,95.515868,7.00E+14
553216730,CL5_553216730CCS_F0642790CCAM15903P1.SAV,aegis_post_1754a,46.34693,4.9675727,0.498,0.66599125,0.41264999,0.6542,7.3710616,3.3488002,0.79,17.637735,3.8251047,1.55,7.5783864,2.2023091,1.74,14.289502,3.3482635,0.1,1.6153827,0.64737743,0.1,0.21636123,0.56335747,0.1,95.72135,6.64E+14
553216793,CL5_553216793CCS_F0642790CCAM15903P1.SAV,aegis_post_1754a,45.879452,4.9803929,0.499,0.67293031,0.41264999,0.6542,7.1979702,3.3306127,0.67,17.565939,3.8128421,1.705,7.7450183,2.2285671,0.84,14.049653,3.3274722,0.1,1.6112617,0.64739883,0.1,0.19713382,0.55736172,0.1,94.919358,6.91E+14
555701408,CL5_555701408CCS_F0650156CCAM15903P1.SAV,aegis_post_1782a,46.056466,4.9747348,0.5,0.67317806,0.41264999,1.1542,7.1293575,3.3231237,0.75,17.536487,3.8075871,0.86,7.8643517,2.2458861,1.57,14.362194,3.354389,0.1,1.5685506,0.64692283,0.1,0.20213344,0.55736172,0.1,95.392717,6.65E+14
555701484,CL5_555701484CCS_F0650156CCAM15903P1.SAV,aegis_post_1782a,45.998831,4.9762168,0.501,0.6741353,0.41264999,1.1542,6.8124298,3.2865479,0.44,17.572645,3.8128421,0.825,7.8935134,2.2506096,0.85,14.711153,3.3860779,0.1,1.5687532,0.64692283,0.1,0.19984223,0.55736172,0.1,95.431303,6.72E+14
555701549,CL5_555701549CCS_F0650156CCAM15903P1.SAV,aegis_post_1782a,46.323464,4.9683137,0.502,0.664331,0.40955675,1.1542,6.8662476,3.2934573,0.51,17.416563,3.786566,0.5,7.8088104,2.238014,1.895,14.506148,3.3677921,0.1,1.5706895,0.64692283,0.1,0.20117229,0.55736172,0.1,95.357426,6.58E+14
555701664,CL5_555701664CCS_F0650156CCAM15903P1.SAV,aegis_post_1782a,45.879461,4.9803929,0.503,0.68497812,0.41562775,1.1542,6.7818088,3.2830365,0.33,17.654281,3.8268561,0.965,7.8603043,2.2458861,0.545,14.495946,3.3668778,0.5,1.5416842,0.64620233,0.5,0.19859705,0.55736172,0.5,95.097061,6.79E+14
555701729,CL5_555701729CCS_F0650156CCAM15903P1.SAV,aegis_post_1782a,46.253838,4.9700422,0.504,0.69864808,0.42150801,0.6542,6.9481309,3.3026698,0.82,17.866576,3.8654478,0.865,7.8543302,2.2443118,0.705,14.048334,3.3274722,0.1,1.5479957,0.64655542,0.1,0.20450955,0.55736172,0.1,95.422363,6.70E+14
555701794,CL5_555701794CCS_F0650156CCAM15903P1.SAV,aegis_post_1782a,46.753684,4.9576941,0.505,0.67791217,0.41562775,0.6542,6.6672822,3.269577,0.62,17.764641,3.8461256,0.905,8.1209837,2.2869837,0.865,14.049961,3.3274722,0.3,1.5527093,0.64655542,0.3,0.21829481,0.56335747,0.3,95.805468,6.81E+14
555701905,CL5_555701905CCS_F0650156CCAM15903P1.SAV,aegis_post_1782a,46.727377,4.9581881,0.506,0.67820185,0.41562775,1.1542,6.8668286,3.2934573,0.97,17.582985,3.814594,0.62,7.9773951,2.2647796,1.99,14.50373,3.3668778,0.2,1.5912423,0.64716083,0.2,0.19915692,0.55736172,0.2,96.126917,6.52E+14
555701971,CL5_555701971CCS_F0650156CCAM15903P1.SAV,aegis_post_1782a,46.097318,4.9737468,0.507,0.68486097,0.41562775,0.6542,7.0751349,3.3176403,0.19,17.644123,3.8251047,0.565,7.8492285,2.2443118,1.925,14.36545,3.3552639,0.3,1.5707943,0.64692283,0.3,0.18663797,0.55436385,0.3,95.473547,6.51E+14
555702036,CL5_555702036CCS_F0650156CCAM15903P1.SAV,aegis_post_1782a,46.7766,4.956954,0.508,0.69090264,0.41856787,0.6542,7.0220852,3.3107309,0.61,17.579137,3.814594,0.725,7.8785015,2.2490351,1.985,14.560491,3.3723636,0.1,1.6440126,0.64720619,0.1,0.2233175,0.56335747,0.1,96.375048,6.48E+14
556676507,CL5_556676507CCS_F0651438CCAM15903P1.SAV,aegis_post_1793a,46.405772,4.9660907,0.509,0.69884224,0.42150801,1.1542,7.3950389,3.3520095,0.19,17.642839,3.8251047,0.95,7.8381442,2.2427373,0.52,13.991988,3.3223894,0.1,1.6100099,0.64739883,0.1,0.21831209,0.56335747,0.1,95.800946,6.45E+14
556676577,CL5_556676577CCS_F0651438CCAM15903P1.SAV,aegis_post_1793a,46.709096,4.9586816,0.51,0.69511052,0.42150801,1.1542,7.3098217,3.342381,0.12,17.851198,3.8619342,1.77,7.6988261,2.2206948,0.81,14.073015,3.3291667,0.1,1.6128517,0.64739883,0.1,0.20531769,0.5603596,0.1,96.155237,6.45E+14
556676640,CL5_556676640CCS_F0651438CCAM15903P1.SAV,aegis_post_1793a,46.534956,4.9631271,0.511,0.69403942,0.41856787,1.1542,7.4683224,3.3589187,0.67,17.432921,3.7883179,0.65,7.7360431,2.2269926,1.83,14.456729,3.3632207,0.1,1.6236164,0.64737743,0.1,0.22145305,0.56335747,0.1,96.168081,6.32E+14
556676754,CL5_556676754CCS_F0651438CCAM15903P1.SAV,aegis_post_1793a,46.645563,4.9601636,0.512,0.69444235,0.41856787,1.1542,7.2937798,3.3402412,0.18,17.910803,3.8724747,0.785,7.6063232,2.2068782,1.69,14.290836,3.3482635,0.1,1.5518171,0.64655542,0.1,0.21220365,0.5603596,0.1,96.205768,6.31E+14
556676818,CL5_556676818CCS_F0651438CCAM15903P1.SAV,aegis_post_1793a,46.700789,4.9589286,0.513,0.69549444,0.42150801,1.1542,7.3819369,3.34987,0.29,17.693789,3.8338633,1.785,7.5021169,2.1901245,1.93,14.207287,3.3412633,0.5,1.6344415,0.64729178,0.5,0.20695845,0.5603596,0.5,96.022813,6.46E+14
556676881,CL5_556676881CCS_F0651438CCAM15903P1.SAV,aegis_post_1793a,46.665623,4.9596696,0.514,0.69771544,0.42150801,0.6542,7.3615812,3.3477302,0.59,17.851383,3.8619342,0.795,7.6446012,2.2114475,1.77,14.315609,3.3508885,0.1,1.5564558,0.6468038,0.1,0.2008597,0.55736172,0.1,96.293828,6.22E+14
556676993,CL5_556676993CCS_F0651438CCAM15903P1.SAV,aegis_post_1793a,46.724757,4.9584346,0.515,0.6938042,0.41856787,0.6542,7.4276367,3.3549957,0.85,17.795544,3.8531508,0.65,7.5726829,2.2007861,1.74,14.196592,3.3403881,0.3,1.577686,0.64704186,0.3,0.20890982,0.5603596,0.3,96.197613,6.35E+14
556677056,CL5_556677056CCS_F0651438CCAM15903P1.SAV,aegis_post_1793a,47.09805,4.9529114,0.516,0.70518972,0.42441636,0.6542,7.4707781,3.3589187,0.88,18.011498,3.8900418,0.9,7.6105094,2.2068782,0.515,13.903904,3.3147647,0.2,1.6052471,0.64739883,0.2,0.20821983,0.5603596,0.2,96.613396,6.32E+14
556677120,CL5_556677120CCS_F0651438CCAM15903P1.SAV,aegis_post_1793a,46.742089,4.9579406,0.517,0.68594501,0.41856787,1.1542,6.9201074,3.2992151,0.12,17.862867,3.8636911,0.625,7.8175064,2.2395883,1.89,14.252975,3.3447633,0.3,1.504264,0.64478993,0.3,0.19024147,0.55436385,0.3,95.975996,6.77E+14
556762474,CL5_556762474CCS_F0651642CCAM15903P1.SAV,aegis_post_1794a,46.502291,4.9638681,0.518,0.70101786,0.42150801,1.1542,7.1678281,3.3274031,0.19,17.696048,3.8356152,1.565,7.7581809,2.2301416,1.87,14.288982,3.3482635,0.2,1.531498,0.64584923,0.2,0.19649001,0.55736172,0.2,95.842336,6.49E+14
556762648,CL5_556762648CCS_F0651642CCAM15903P1.SAV,aegis_post_1794a,47.200009,4.9516478,0.519,1.1173133,0.52021348,1.1542,11.039984,3.5417278,0.96,20.367586,4.2739596,0.97,7.0148612,2.1170039,1.78,6.9101795,2.2389548,0.2,2.7136967,0.6118806,0.2,0.60575283,0.70268482,0.2,96.969383,5.58E+14
556762713,CL5_556762713CCS_F0651642CCAM15903P1.SAV,aegis_post_1794a,51.99528,5.0168147,0.52,0.79509661,0.44848928,1.1542,15.792096,3.6467385,0.26,14.51079,3.3187475,1.9,4.9245297,1.8454633,2,8.9429473,2.7157433,0.3,4.9694777,0.88345444,0.3,0.78852272,0.77750933,0.3,102.71874,5.22E+14
556762888,CL5_556762888CCS_F0651642CCAM15903P1.SAV,aegis_post_1794a,55.618983,5.1436291,0.521,0.56512834,0.38026261,1.1542,21.040157,3.736896,0.62,3.5117586,1.846742,0.57,1.3169834,1.5077877,1.965,8.5577984,2.6384726,0.2,7.9552963,1.2373857,0.2,1.1257873,0.92264366,0.2,99.691892,2.66E+14
556763018,CL5_556763018CCS_F0651642CCAM15903P1.SAV,aegis_post_1794a,56.47948,5.1734762,0.522,0.74718424,0.43549275,1.1542,22.069691,3.7887323,0.17,1.8327724,1.6927532,1.545,0.83942439,1.4729145,1.665,8.7684095,2.6822052,0.1,7.9371589,1.2352232,0.1,1.035632,0.88481402,0.1,99.709752,3.54E+14
556762953,CL5_556762953CCS_F0651642CCAM15903P1.SAV,aegis_post_1794a,56.434001,5.1717815,0.523,0.73670807,0.432794,1.1542,22.486978,3.8134062,0.51,1.3385647,1.6543568,0.755,0.76151705,1.4673951,1.615,8.7480779,2.67804,0.2,7.8156769,1.2222474,0.2,0.97546264,0.85919648,0.2,99.296987,3.70E+14
556762398,CL5_556762398CCS_F0651642CCAM15903P1.SAV,aegis_post_1794a,56.853654,5.1856146,0.524,0.73417481,0.43000147,0.6542,22.745094,3.8291061,0.74,0.98766008,1.6289879,1.895,0.79026553,1.4694117,0.815,8.5788967,2.6426373,0.2,7.782742,1.2179221,0.2,0.96710875,0.85488653,0.2,99.439596,3.72E+14
556762539,CL5_556762539CCS_F0651642CCAM15903P1.SAV,aegis_post_1794a,56.988337,5.1902075,0.525,0.73334023,0.43000147,0.6542,22.635545,3.8224499,0.17,1.1818306,1.6426362,0.965,0.78229648,1.4687395,1.695,8.5665267,2.6405549,0.3,7.6984491,1.2092717,0.3,0.92729414,0.83764672,0.3,99.513619,3.66E+14
556762778,CL5_556762778CCS_F0651642CCAM15903P1.SAV,aegis_post_1794a,56.775743,5.1833181,0.526,0.73008662,0.43000147,1.1542,22.363335,3.8056662,0.01,1.3986779,1.6587846,1.685,0.92751843,1.4793667,1.535,8.4794093,2.6218121,0.2,7.6493107,1.2038651,0.2,0.92255184,0.83333683,0.2,99.246633,3.76E+14
556857082,CL5_556857082CCS_F0651934CCAM15903P1.SAV,aegis_post_1795a,57.030999,5.1915197,0.527,0.7262375,0.43000147,0.6542,22.386376,3.8074524,0.56,1.2881196,1.6506941,0.695,0.94197686,1.4800836,1.545,8.571128,2.6405549,0.1,7.7077954,1.2103529,0.1,0.92635374,0.83764672,0.1,99.578986,3.86E+14
556857215,CL5_556857215CCS_F0651934CCAM15903P1.SAV,aegis_post_1795a,56.902818,5.1872549,0.528,0.73981879,0.432794,0.6542,22.559608,3.8176093,0.46,1.0307181,1.6317214,1.535,0.92478371,1.4786497,1.85,8.3641804,2.5953958,1.1,7.7817906,1.2179221,1.1,0.94446151,0.84195668,1.1,99.248178,3.56E+14
