sclk,File_name,Target_plan,SiO2,SiO2_RMSEP,SiO2_shots_stdev,TiO2,TiO2_RMSEP,TiO2_shots_stdev,Al2O3,Al2O3_RMSEP,Al2O3_shots_stdev,FeOT,FeOT_RMSEP,FeOT_shots_stdev,MgO,MgO_RMSEP,MgO_shots_stdev,CaO,CaO_RMSEP,CaO_shots_stdev,Na2O,Na2O_RMSEP,Na2O_shots_stdev,K2O,K2O_RMSEP,K2O_shots_stdev,Sum_of_Oxides,Spectrum_Total
548866276,CL5_548866276CCS_F0631636CCAM15903P1.SAV,aegis_post_1705a,46.178079,4.9717712,0.377,0.9799745,0.48983467,1.1542,16.246817,3.657788,0.8,20.882205,4.3414526,0.83,4.2758617,1.7749407,1.72,6.0499296,1.9976435,1.5,3.6132383,0.65941262,1.5,0.37004008,0.61231482,1.5,98.596146,5.07E+14
548866339,CL5_548866339CCS_F0631636CCAM15903P1.SAV,aegis_post_1705a,46.385647,4.9665847,0.378,0.96839726,0.48766828,0.6542,16.340089,3.6598432,0.51,20.785472,4.3298659,0.815,4.3484345,1.7823482,0.855,5.9317013,1.9630797,2.3,3.502389,0.65179503,2.3,0.35380467,0.60538095,2.3,98.615935,5.00E+14
548866403,CL5_548866403CCS_F0631636CCAM15903P1.SAV,aegis_post_1705a,46.938636,4.9549327,0.379,0.9873254,0.49200109,0.6542,16.333483,3.659615,0.96,20.829739,4.3350153,0.54,4.3392559,1.7812899,0.62,5.9147182,1.9572753,3.2,3.5943471,0.65797591,3.2,0.38503001,0.61924875,3.2,99.322534,4.95E+14
548866512,CL5_548866512CCS_F0631636CCAM15903P1.SAV,aegis_post_1705a,46.554869,4.9626331,0.38,0.97732597,0.48983467,0.6542,16.769335,3.6682575,0.53,20.734731,4.3221421,0.665,4.3395564,1.7812899,1.55,6.1288053,2.0206168,0.2,3.5863968,0.65797591,0.2,0.38555943,0.61924875,0.2,99.476578,4.77E+14
548866575,CL5_548866575CCS_F0631636CCAM15903P1.SAV,aegis_post_1705a,46.456235,4.9648561,0.381,0.99685349,0.49415541,0.6542,16.699311,3.6670446,0.97,20.655936,4.3131304,1.515,4.3003931,1.7770572,1.8,6.1190958,2.0177453,0.1,3.6673212,0.66390193,0.1,0.37381628,0.61231482,0.1,99.268962,5.05E+14
548866639,CL5_548866639CCS_F0631636CCAM15903P1.SAV,aegis_post_1705a,46.772978,4.9572001,0.382,0.95830662,0.48550186,1.1542,16.791233,3.6686041,0.87,20.714047,4.3195672,1.97,4.3965468,1.7876391,0.94,5.8787674,1.9485689,0.1,3.6994203,0.66626108,0.1,0.37904567,0.61578178,0.1,99.590345,4.72E+14
549044647,CL5_549044647CCS_F0631840CCAM15903P1.SAV,aegis_post_1707a,46.686302,4.9591756,0.383,0.96553454,0.48766828,0.6542,16.986759,3.6720092,0.6,20.480059,4.2892418,0.645,4.4358879,1.791872,0.585,6.1096318,2.0148735,0.1,3.6849174,0.66466463,0.1,0.3878659,0.61924875,0.1,99.736958,4.78E+14
549044718,CL5_549044718CCS_F0631840CCAM15903P1.SAV,aegis_post_1707a,47.231859,4.9512687,0.384,0.99589437,0.49415541,0.6542,17.4437,3.6780262,0.54,20.303597,4.2642341,0.745,4.3095344,1.7781153,0.715,6.1450655,2.0263603,0.1,3.7796031,0.67303967,0.1,0.41324801,0.62621486,0.1,100.6225,4.40E+14
549044781,CL5_549044781CCS_F0631840CCAM15903P1.SAV,aegis_post_1707a,47.545595,4.947226,0.385,0.95763603,0.48550186,1.1542,17.178762,3.6747379,0.92,20.174584,4.2458763,1.9,4.3729783,1.7844645,0.945,6.1066129,2.0148735,0.1,3.7730655,0.67215526,0.1,0.40142167,0.62271565,0.1,100.51066,4.58E+14
549044894,CL5_549044894CCS_F0631840CCAM15903P1.SAV,aegis_post_1707a,47.644424,4.9466696,0.386,0.94293399,0.4811191,0.6542,17.447979,3.6781423,0.05,20.050467,4.2280879,0.545,4.3778788,1.7855228,0.835,6.6257838,2.1620772,0.5,3.8693709,0.68162555,0.5,0.41855573,0.62989408,0.5,101.37739,4.37E+14
549044957,CL5_549044957CCS_F0631840CCAM15903P1.SAV,aegis_post_1707a,47.943841,4.9461317,0.387,0.91015689,0.47447067,0.6542,17.63555,3.6802239,0.27,19.849515,4.1984124,1.565,4.4719135,1.7951708,0.565,6.3711343,2.0890541,0.1,3.8589111,0.6805734,0.1,0.44051849,0.63725245,0.1,101.48154,4.44E+14
549045021,CL5_549045021CCS_F0631840CCAM15903P1.SAV,aegis_post_1707a,48.080181,4.9458809,0.388,0.90515043,0.47447067,0.6542,17.19678,3.675025,0.6,19.840891,4.1968484,1.9,4.715022,1.8228987,0.54,6.4019468,2.0975118,0.3,3.6830606,0.66466463,0.3,0.42207879,0.62989408,0.3,101.24511,4.85E+14
549045132,CL5_549045132CCS_F0631840CCAM15903P1.SAV,aegis_post_1707a,48.529344,4.9463782,0.389,0.87690074,0.46768421,0.6542,17.475173,3.6784906,0.72,19.454899,4.1354828,0.56,4.6023798,1.8095893,1.955,6.626224,2.1620772,0.2,3.7191122,0.66789734,0.2,0.4276639,0.63357329,0.2,101.7117,4.49E+14
549045196,CL5_549045196CCS_F0631840CCAM15903P1.SAV,aegis_post_1707a,48.330093,4.9454331,0.39,0.87728835,0.46768421,1.1542,17.362257,3.6770976,0.91,19.378116,4.1240573,1.665,4.7162483,1.8228987,0.535,6.7144055,2.1840532,0.3,3.5660114,0.65654594,0.3,0.41370599,0.62621486,0.3,101.35813,4.61E+14
549045259,CL5_549045259CCS_F0631840CCAM15903P1.SAV,aegis_post_1707a,48.769517,4.9482317,0.391,0.85591551,0.4630383,1.1542,17.208999,3.6751685,0.64,19.527822,4.1483712,0.995,4.8376556,1.8362081,1.67,6.24045,2.0522053,0.1,3.8247357,0.67671746,0.1,0.47303546,0.64829004,0.1,101.73813,3.91E+14
549922767,CL5_549922767CCS_F0632372CCAM15903P1.SAV,aegis_post_1717a,48.203075,4.9456658,0.392,0.8833513,0.46768421,1.1542,17.354506,3.6769814,0.22,19.43209,4.1322184,0.93,4.6120638,1.8106984,0.56,6.4540849,2.1116076,0.1,3.7705479,0.67215526,0.1,0.45741267,0.64461088,0.1,101.16713,4.42E+14
549922836,CL5_549922836CCS_F0632372CCAM15903P1.SAV,aegis_post_1717a,48.269676,4.9455404,0.393,0.88075991,0.46768421,1.1542,17.242073,3.6755993,0.63,19.473484,4.1387472,0.825,4.7870214,1.8306625,1.555,6.329362,2.0777774,0.1,3.7674382,0.67215526,0.1,0.45112535,0.64093167,0.1,101.20094,4.62E+14
549922899,CL5_549922899CCS_F0632372CCAM15903P1.SAV,aegis_post_1717a,48.723426,4.9478455,0.394,0.87395521,0.46536124,0.6542,17.19178,3.6748815,0.36,19.702218,4.1749554,0.645,4.7836638,1.8295535,0.68,6.3334173,2.0777774,0.1,3.7349172,0.66871548,0.1,0.4553655,0.64461088,0.1,101.79874,4.67E+14
549923014,CL5_549923014CCS_F0632372CCAM15903P1.SAV,aegis_post_1717a,48.980686,4.9498534,0.395,0.88370914,0.46768421,1.1542,17.623592,3.6800382,0.11,19.274368,4.1061029,1.885,4.2814858,1.7749407,1.73,5.8129405,1.928254,0.1,4.2178226,0.72848618,0.1,0.51530223,0.66725087,0.1,101.58991,3.26E+14
549923077,CL5_549923077CCS_F0632372CCAM15903P1.SAV,aegis_post_1717a,48.836974,4.9487724,0.396,0.87708716,0.46768421,1.1542,17.312745,3.6765172,0.9,19.304478,4.1109996,1.51,4.9180006,1.8454633,0.905,6.3690942,2.0890541,0.5,3.7856153,0.67392415,0.5,0.45383486,0.64093167,0.5,101.85783,4.44E+14
549923141,CL5_549923141CCS_F0632372CCAM15903P1.SAV,aegis_post_1717a,49.167533,4.9513206,0.397,0.87964235,0.46768421,0.6542,17.299572,3.6764011,0.79,18.965784,4.0561299,1.915,4.7623096,1.8273352,0.96,6.3780676,2.0918734,0.1,3.8742253,0.68162555,0.1,0.47302886,0.64829004,0.1,101.80016,4.20E+14
549923254,CL5_549923254CCS_F0632372CCAM15903P1.SAV,aegis_post_1717a,48.642758,4.9472275,0.398,0.85088368,0.46071532,1.1542,17.343135,3.6768653,0.85,18.875593,4.0409555,0.755,4.8110049,1.8328807,1.76,6.4485993,2.1116076,0.3,3.8109886,0.67575353,0.3,0.4453464,0.64093167,0.3,101.22831,4.47E+14
549923317,CL5_549923317CCS_F0632372CCAM15903P1.SAV,aegis_post_1717a,45.327019,5.001121,0.399,1.2211024,0.54305249,1.1542,9.8933891,3.514833,0.79,21.191457,4.378211,1.64,7.3926081,2.1733708,0.645,6.3112356,2.072139,0.2,2.6094817,0.61051482,0.2,0.5897658,0.69462419,0.2,94.536059,3.66E+14
549923381,CL5_549923381CCS_F0632372CCAM15903P1.SAV,aegis_post_1717a,45.383606,4.9992366,0.4,0.96795735,0.48766828,1.1542,10.265612,3.5256274,0.72,20.413644,4.2795167,0.845,7.7222248,2.2238438,0.565,6.9246884,2.2416141,0.3,2.6366502,0.61078453,0.3,0.55936763,0.68272525,0.3,94.873751,5.34E+14
550017297,CL5_550017297CCS_F0632582CCAM15903P1.SAV,aegis_post_1718a,44.058179,5.0682678,0.401,0.97658952,0.48983467,1.1542,12.099181,3.5588031,0.44,21.63706,4.4263654,0.615,5.3770169,1.8997128,1.995,6.6534487,2.1675713,0.2,3.5506371,0.65517801,0.2,0.5126983,0.66338229,0.2,94.864811,4.99E+14
550017374,CL5_550017374CCS_F0632582CCAM15903P1.SAV,aegis_post_1718a,46.013447,4.9759698,0.402,0.97761734,0.48983467,0.6542,17.109981,3.6737325,0.78,20.524224,4.2947989,1.665,3.4977255,1.6955869,0.865,6.0425959,1.9947717,0.2,4.7471454,0.83620912,0.2,0.53747784,0.67498809,0.2,99.450214,4.83E+14
550017439,CL5_550017439CCS_F0632582CCAM15903P1.SAV,aegis_post_1718a,48.015351,4.9459887,0.403,0.94983043,0.48331749,0.6542,18.05062,3.6837609,0.61,18.333343,3.9460692,1.65,2.4023674,1.5946878,1.575,5.9154106,1.9601774,0.3,5.2331164,0.93233991,0.3,0.59880884,0.69865453,0.3,99.498848,5.04E+14
550017550,CL5_550017550CCS_F0632582CCAM15903P1.SAV,aegis_post_1718a,48.236404,4.9455943,0.404,0.94891345,0.48331749,0.6542,18.607888,3.6876667,0.62,17.9889,3.8865285,0.805,2.0189256,1.5626662,0.55,6.1184976,2.0177453,0.2,5.2891128,0.94209397,0.2,0.61527768,0.70671511,0.2,99.823919,4.73E+14
550017615,CL5_550017615CCS_F0632582CCAM15903P1.SAV,aegis_post_1718a,49.106964,4.9508576,0.405,0.9190582,0.4767212,0.6542,18.850293,3.6893702,0.49,17.246272,3.7570703,0.93,1.8831471,1.5514419,0.5,6.2708312,2.0608206,0.1,5.3420393,0.94970834,0.1,0.61565735,0.70671511,0.1,100.23426,4.66E+14
550017680,CL5_550017680CCS_F0632582CCAM15903P1.SAV,aegis_post_1718a,48.657609,4.947382,0.406,0.94174121,0.4811191,0.6542,18.648381,3.6879437,0.35,17.530184,3.8058355,1.615,1.8373646,1.5482351,1.78,6.082935,2.0062585,0.2,5.3590569,0.95268977,0.2,0.65015265,0.71880603,0.2,99.707424,4.57E+14
550017792,CL5_550017792CCS_F0632582CCAM15903P1.SAV,aegis_post_1718a,48.408566,4.9454513,0.407,0.91245202,0.47447067,0.6542,19.091395,3.6913667,0.82,16.75177,3.6711891,0.86,1.7517271,1.5410194,0.705,6.5600609,2.1426189,0.2,5.490196,0.9698779,0.2,0.68319275,0.73124003,0.2,99.64936,4.51E+14
550017857,CL5_550017857CCS_F0632582CCAM15903P1.SAV,aegis_post_1718a,49.140381,4.9510889,0.408,0.88136681,0.46768421,0.6542,19.144502,3.6918097,0.54,16.279836,3.5927589,1.735,1.7067506,1.5378126,1.735,6.6340299,2.1620772,0.3,5.5129654,0.97224849,0.3,0.70805424,0.74372035,0.3,100.00789,4.43E+14
550017923,CL5_550017923CCS_F0632582CCAM15903P1.SAV,aegis_post_1718a,50.048563,4.9652739,0.409,0.85555326,0.4630383,0.6542,19.359459,3.6941996,0.54,16.19472,3.5780399,1.79,1.76531,1.5426229,0.57,6.5693278,2.145438,0.2,5.7439414,0.99733448,0.2,0.72305759,0.74788046,0.2,101.25993,3.77E+14
550104959,CL5_550104959CCS_F0632672CCAM15903P1.SAV,aegis_post_1719a,50.034133,4.9648252,0.41,0.87232213,0.46536124,0.6542,19.095712,3.6914499,0.52,16.128966,3.5682273,0.68,1.742599,1.5402178,0.795,6.7147897,2.1840532,0.1,5.6401151,0.98652142,0.1,0.73121953,0.75204062,0.1,100.95986,4.29E+14
550105028,CL5_550105028CCS_F0632672CCAM15903P1.SAV,aegis_post_1719a,49.195404,4.9515562,0.411,0.89541542,0.47222012,1.1542,19.259182,3.6931131,0.48,16.237702,3.5862172,1.785,1.7739893,1.5426229,0.535,6.7814007,2.2032819,1.1,5.5433967,0.97570831,1.1,0.73119441,0.75204062,1.1,100.41768,4.26E+14
550105091,CL5_550105091CCS_F0632672CCAM15903P1.SAV,aegis_post_1719a,49.708529,4.9596124,0.412,0.88867641,0.4699696,0.6542,19.525181,3.6963851,0.17,15.597803,3.483547,1.665,1.5937511,1.5283033,0.93,6.8855375,2.2334986,2.1,5.6553897,0.988684,2.1,0.71570872,0.74788046,2.1,100.57058,4.25E+14
550105206,CL5_550105206CCS_F0632672CCAM15903P1.SAV,aegis_post_1719a,49.48959,4.9561372,0.413,0.86891529,0.46536124,1.1542,19.089074,3.6913667,0.71,15.799552,3.5151551,0.93,1.7132226,1.5378126,1.755,7.1066278,2.2921393,0.7,5.594893,0.98111486,0.7,0.73754903,0.75624466,0.7,100.39942,4.26E+14
550105269,CL5_550105269CCS_F0632672CCAM15903P1.SAV,aegis_post_1719a,49.408844,4.9548736,0.414,0.87046255,0.46536124,1.1542,19.380887,3.6944168,0.77,15.447633,3.460216,1.63,1.6006727,1.5290631,0.69,7.1550119,2.3054354,0.9,5.6467739,0.98760271,0.9,0.74087577,0.75624466,0.9,100.25116,3.92E+14
550105332,CL5_550105332CCS_F0632672CCAM15903P1.SAV,aegis_post_1719a,49.765456,4.9605603,0.415,0.88203442,0.46768421,1.1542,19.301504,3.6935477,0.24,15.542981,3.4742146,1.775,1.566657,1.5267836,0.955,7.0161877,2.2682064,2,5.6283927,0.98544008,2,0.7472854,0.76049757,2,100.4505,4.16E+14
550105443,CL5_550105443CCS_F0632672CCAM15903P1.SAV,aegis_post_1719a,49.298161,4.953136,0.416,0.89163782,0.4699696,1.1542,19.407956,3.6947427,0.98,15.519412,3.4711039,1.835,1.6075202,1.5298229,0.805,7.2722095,2.3341832,1.5,5.5982359,0.98219621,1.5,0.7191384,0.74788046,1.5,100.31427,4.11E+14
550105570,CL5_550105570CCS_F0632672CCAM15903P1.SAV,aegis_post_1719a,49.239701,4.952188,0.417,0.87859556,0.46768421,0.6542,19.327027,3.6938736,0.77,15.130248,3.41116,0.53,1.5340804,1.5237442,1.575,7.6475108,2.4301331,2.3,5.5722767,0.97895223,2.3,0.67105384,0.72707993,2.3,100.00049,4.30E+14
550105506,CL5_550105506CCS_F0632672CCAM15903P1.SAV,aegis_post_1719a,49.343182,4.9537678,0.418,0.86260151,0.4630383,0.6542,19.345123,3.6940908,0.27,14.284788,3.2851055,1.745,1.4719056,1.5191852,0.68,7.657164,2.4325807,3.2,5.6817998,0.99084663,3.2,0.74892469,0.76049757,3.2,99.395489,4.18E+14
550198502,CL5_550198502CCS_F0632978CCAM15903P1.SAV,aegis_post_1720a,50.056798,4.9654975,0.419,0.84541793,0.46071532,0.6542,19.412804,3.6947427,0.7,14.370264,3.298269,0.765,1.5024878,1.5214647,0.99,7.8100963,2.4692929,0.2,5.6172243,0.98435879,0.2,0.70529672,0.74372035,0.2,100.32039,4.25E+14
550198579,CL5_550198579CCS_F0632978CCAM15903P1.SAV,aegis_post_1720a,49.548627,4.9570851,0.42,0.86058913,0.4630383,1.1542,19.588955,3.6972578,0.54,14.755857,3.3556418,1.73,1.5031754,1.5214647,0.655,7.4046918,2.3674538,0.1,5.6750735,0.99084663,0.1,0.70014238,0.73956031,0.1,100.03711,4.12E+14
550198644,CL5_550198644CCS_F0632978CCAM15903P1.SAV,aegis_post_1720a,49.902874,4.9626136,0.421,0.8771674,0.46768421,1.1542,19.6369,3.6979849,0.59,14.66311,3.3407657,1.94,1.4990379,1.5214647,1.81,7.2436103,2.3265054,0.1,5.7001401,0.99300927,0.1,0.6896456,0.73540014,0.1,100.21248,4.20E+14
550198755,CL5_550198755CCS_F0632978CCAM15903P1.SAV,aegis_post_1720a,49.871365,4.9621396,0.422,0.85093937,0.46071532,0.6542,19.877632,3.7021129,0.4,13.847808,3.2230351,1.8,1.4711702,1.5191852,1.65,7.6477896,2.4301331,0.1,5.8026118,1.0038223,0.1,0.72847215,0.75204062,0.1,100.09779,4.13E+14
550198820,CL5_550198820CCS_F0632978CCAM15903P1.SAV,aegis_post_1720a,50.369097,4.972446,0.423,0.85116625,0.46071532,1.1542,19.799057,3.7005675,0.89,13.590679,3.1857092,1.65,1.4476094,1.5176655,0.775,7.5295699,2.4007244,0.1,5.8842975,1.0124729,0.1,0.680408,0.73124003,0.1,100.15188,4.07E+14
550198885,CL5_550198885CCS_F0632978CCAM15903P1.SAV,aegis_post_1720a,50.195575,4.9686356,0.424,0.83474426,0.45589054,0.6542,20.375828,3.7137046,0.91,12.768443,3.0680931,1.81,1.4516538,1.5176655,0.59,7.7907141,2.4643979,0.1,5.787608,1.0027411,0.1,0.74416262,0.75624466,0.1,99.948729,3.90E+14
550198996,CL5_550198996CCS_F0632978CCAM15903P1.SAV,aegis_post_1720a,50.088857,4.9661698,0.425,0.83369125,0.45589054,1.1542,19.81805,3.700954,0.44,12.947355,3.0939927,1.785,1.4437477,1.5169057,1.69,7.5379743,2.4032111,0.5,5.8835758,1.0124729,0.5,0.70454444,0.73956031,0.5,99.257795,3.95E+14
550199061,CL5_550199061CCS_F0632978CCAM15903P1.SAV,aegis_post_1720a,50.02223,4.964601,0.426,0.83922916,0.4583056,0.6542,19.73865,3.6994395,0.23,13.287343,3.1427462,0.83,1.4134862,1.5146261,0.94,7.6394492,2.4276857,0.1,5.7509028,0.99841583,0.1,0.64136809,0.71477574,0.1,99.332659,3.84E+14
550199126,CL5_550199126CCS_F0632978CCAM15903P1.SAV,aegis_post_1720a,50.253985,4.9697561,0.427,0.84256937,0.4583056,0.6542,19.826496,3.7011471,0.93,13.50021,3.1728189,1.86,1.4572694,1.5184253,0.81,7.6659288,2.4350283,0.3,5.8850756,1.0135542,0.3,0.68218389,0.73124003,0.3,100.11372,3.86E+14
551166590,CL5_551166590CCS_F0640678CCAM15903P1.SAV,aegis_post_1731a,50.125645,4.9670668,0.428,0.85471096,0.46071532,0.6542,20.08375,3.7061174,0.89,13.190588,3.1284156,0.99,1.3762158,1.5123467,0.89,7.7046628,2.4423707,0.2,5.8262385,1.0070664,0.2,0.64679915,0.71880603,0.2,99.80861,3.90E+14
551166659,CL5_551166659CCS_F0640678CCAM15903P1.SAV,aegis_post_1731a,46.211527,4.9710302,0.429,1.1626343,0.5291599,0.6542,10.507283,3.5314398,0.74,20.398391,4.2781272,0.82,7.4220029,2.1779399,1.87,6.9019099,2.2362454,0.3,2.6276242,0.61069465,0.3,0.55645969,0.68272525,0.3,95.787833,4.00E+14
551166836,CL5_551166836CCS_F0640678CCAM15903P1.SAV,aegis_post_1731a,42.131157,5.2232852,0.43,1.6681679,0.66455209,1.1542,9.6546293,3.5063572,0.9,22.391481,4.4917517,1.85,6.2578453,2.0120299,1.585,6.3271004,2.0777774,0.1,2.5989862,0.61042494,0.1,0.46749228,0.64829004,0.1,91.496859,5.21E+14
551166899,CL5_551166899CCS_F0640678CCAM15903P1.SAV,aegis_post_1731a,43.045789,5.1414032,0.431,1.6530037,0.65891629,0.6542,12.999764,3.5748684,0.24,22.644049,4.5100389,0.65,4.9869041,1.853608,0.505,5.7894239,1.9224497,0.1,3.3166509,0.64033276,0.1,0.48676369,0.65564847,0.1,94.922348,5.66E+14
551166963,CL5_551166963CCS_F0640678CCAM15903P1.SAV,aegis_post_1731a,43.510062,5.1047864,0.432,1.4983615,0.6163035,1.1542,13.51459,3.5858169,0.43,22.410994,4.4932146,0.715,5.1719161,1.8745515,1.735,5.13866,1.7338421,0.1,3.4356852,0.64787489,0.1,0.52585673,0.67111945,0.1,95.206125,5.87E+14
551167074,CL5_551167074CCS_F0640678CCAM15903P1.SAV,aegis_post_1731a,43.244915,5.1262789,0.433,1.4468782,0.60230148,1.1542,14.593103,3.6138287,0.18,23.676265,4.5861154,0.57,5.2616082,1.8850585,0.79,5.2752807,1.7742878,0.1,3.6273375,0.6608513,0.1,0.58840642,0.69462419,0.1,97.713793,6.07E+14
551167137,CL5_551167137CCS_F0640678CCAM15903P1.SAV,aegis_post_1731a,42.477963,5.1905198,0.434,1.4739961,0.60788202,1.1542,13.917622,3.595824,0.41,24.704075,4.6607285,1.62,5.2262687,1.8815328,1.665,4.9662991,1.6849881,0.1,3.628923,0.6608513,0.1,0.60606375,0.70268482,0.1,97.001211,6.16E+14
551167200,CL5_551167200CCS_F0640678CCAM15903P1.SAV,aegis_post_1731a,42.423987,5.196137,0.435,1.4920329,0.61347896,1.1542,15.068995,3.6272612,0.13,25.115377,4.6914515,1.695,5.4261654,1.9058187,0.87,4.7685133,1.6281972,0.5,3.7612633,0.67127079,0.5,0.61606396,0.70671511,0.5,98.672399,6.33E+14
551166722,CL5_551166722CCS_F0640678CCAM15903P1.SAV,aegis_post_1731a,42.548279,5.1839666,0.436,1.5867109,0.64187682,0.6542,15.221521,3.6314313,0.45,26.118221,4.7646017,1.64,4.9033758,1.8431362,0.79,4.528307,1.5613878,0.1,3.948443,0.69036388,0.1,0.64883227,0.71880603,0.1,99.50369,6.33E+14
551344410,CL5_551344410CCS_F0640846CCAM15903P1.SAV,aegis_post_1733a,42.596593,5.179286,0.437,1.6508802,0.65891629,1.1542,15.985418,3.6517344,0.88,25.764019,4.7382679,0.935,5.1113146,1.8675704,1.56,4.3403118,1.5093983,0.3,3.8077987,0.67575353,0.3,0.6129142,0.70268482,0.3,99.869249,6.11E+14
551344480,CL5_551344480CCS_F0640846CCAM15903P1.SAV,aegis_post_1733a,41.9272,5.2421489,0.438,1.854905,0.71340489,0.6542,15.256051,3.6325374,0.7,25.95733,4.7528977,0.585,4.253096,1.7717661,1.92,4.1183196,1.450739,0.2,4.0013747,0.69638073,0.2,0.61183628,0.70268482,0.2,97.980113,4.66E+14
551344543,CL5_551344543CCS_F0640846CCAM15903P1.SAV,aegis_post_1733a,43.219052,5.1278706,0.439,1.7406967,0.68397003,0.6542,16.789027,3.6686041,0.36,24.77632,4.6665802,0.83,4.565395,1.8062619,0.71,4.5838837,1.5752101,0.3,4.058792,0.70421743,0.3,0.59269068,0.69462419,0.3,100.32586,6.50E+14
551344658,CL5_551344658CCS_F0640846CCAM15903P1.SAV,aegis_post_1733a,42.854329,5.1573234,0.44,1.6310557,0.6532619,0.6542,17.260939,3.6758866,0.1,24.710422,4.6614599,1.52,4.519492,1.8007163,1.575,4.581761,1.5752101,0.2,4.1417479,0.71569961,0.2,0.59584353,0.69865453,0.2,100.29559,6.03E+14
551344721,CL5_551344721CCS_F0640846CCAM15903P1.SAV,aegis_post_1733a,42.555938,5.1830306,0.441,1.7480939,0.68669164,0.6542,16.732426,3.6675644,0.12,24.349189,4.6351256,1.645,4.3329932,1.7802317,1.64,4.2681812,1.490734,0.2,4.1775678,0.72196901,0.2,0.57359103,0.68659389,0.2,98.737981,5.86E+14
551344789,CL5_551344789CCS_F0640846CCAM15903P1.SAV,aegis_post_1733a,42.944792,5.1501594,0.442,1.5731557,0.63617557,0.6542,17.911218,3.6827033,0.24,24.048199,4.6131811,0.59,4.2638502,1.7728243,1.575,4.3648787,1.5147309,0.3,4.2969484,0.74246639,0.3,0.57652365,0.6905939,0.3,99.979566,5.65E+14
551344898,CL5_551344898CCS_F0640846CCAM15903P1.SAV,aegis_post_1733a,42.727062,5.1671157,0.443,1.6340383,0.6532619,0.6542,17.871455,3.6823575,0.79,25.310943,4.7053504,1.58,4.2560757,1.7728243,1.725,4.5171894,1.5586233,0.2,4.2915619,0.74066263,0.2,0.61998836,0.70671511,0.2,101.22831,5.97E+14
551344961,CL5_551344961CCS_F0640846CCAM15903P1.SAV,aegis_post_1733a,43.298796,5.1215029,0.444,1.6483188,0.65891629,1.1542,17.63758,3.6802239,0.64,24.451449,4.6424408,1.845,2.8016049,1.6299095,0.7,4.9980581,1.6935068,0.1,4.5312727,0.78817254,0.1,0.7295362,0.75204062,0.1,100.09662,6.21E+14
551345025,CL5_551345025CCS_F0640846CCAM15903P1.SAV,aegis_post_1733a,42.871763,5.1557312,0.445,1.6555514,0.66174346,0.6542,18.333241,3.6857681,0.28,25.486816,4.7185173,1.725,2.5443447,1.6069503,1.975,5.0020407,1.6935068,0.2,4.5319717,0.78817254,0.2,0.68110349,0.73124003,0.2,101.10683,6.02E+14
551787735,CL5_551787735CCS_F0641194CCAM15903P1.SAV,aegis_post_1738a,41.874228,5.2485614,0.446,1.7973355,0.70017767,0.6542,18.235693,3.6851652,0.15,25.137077,4.6929145,1.605,2.4952964,1.6034181,0.76,4.8840317,1.6594323,0.2,4.4961415,0.78181374,0.2,0.64177555,0.71477574,0.2,99.561579,5.88E+14
551787804,CL5_551787804CCS_F0641194CCAM15903P1.SAV,aegis_post_1738a,42.576539,5.1811585,0.447,1.7196822,0.678469,0.6542,18.546651,3.6872509,0.22,25.266349,4.702424,1.91,2.3825727,1.5930023,1.9,4.8056382,1.6395553,0.3,4.4900788,0.77971655,0.3,0.64330412,0.71477574,0.3,100.43081,5.86E+14
551787867,CL5_551787867CCS_F0641194CCAM15903P1.SAV,aegis_post_1738a,42.152068,5.2214127,0.448,1.8476504,0.71340489,0.6542,18.700265,3.6882904,0.76,26.221322,4.7719169,0.7,2.3090188,1.587103,0.82,4.7198303,1.6139995,0.2,4.5007267,0.78181374,0.2,0.63642458,0.71477574,0.2,101.08731,5.54E+14
551787981,CL5_551787981CCS_F0641194CCAM15903P1.SAV,aegis_post_1738a,42.684791,5.1717968,0.449,1.6601982,0.66174346,0.6542,19.429018,3.6949599,0.52,25.105169,4.6907201,1.91,2.0343221,1.5635059,0.795,4.8033515,1.6367159,0.1,4.7092339,0.82738841,0.1,0.6469314,0.71880603,0.1,101.07302,5.90E+14
551788044,CL5_551788044CCS_F0641194CCAM15903P1.SAV,aegis_post_1738a,42.49674,5.1886473,0.45,1.7801013,0.69481468,1.1542,19.152259,3.6919181,0.54,24.645092,4.6570711,1.875,2.1179222,1.5710907,1.84,4.7550697,1.6253576,1.1,4.6666331,0.81855953,1.1,0.67011545,0.72707993,1.1,100.28393,5.80E+14
551788108,CL5_551788108CCS_F0641194CCAM15903P1.SAV,aegis_post_1738a,43.626105,5.0963287,0.451,1.6241479,0.65041876,0.6542,19.736938,3.6994395,0.57,23.158318,4.5480771,1.625,1.8116619,1.5458299,1.75,4.9761083,1.6878277,2.1,4.8009707,0.84719515,2.1,0.64712443,0.71880603,2.1,100.38137,5.71E+14
551788219,CL5_551788219CCS_F0641194CCAM15903P1.SAV,aegis_post_1738a,43.490516,5.1063786,0.452,1.6467321,0.65891629,0.6542,19.490592,3.6958032,0.28,23.798609,4.5948935,0.855,1.9487378,1.557054,1.835,4.9485439,1.679309,0.7,4.5004513,0.78181374,0.7,0.60404899,0.69865453,0.7,100.42823,5.86E+14
